CPF,Origem,Nome,Sexo,Telefone 1,Telefone 2,E-mail,Data de Nascimento,Data de Cadastro,Observações,Pode agendar online,Primeiro agendamento,Último agendamento,Status do primeiro agendamento,Status do último agendamento,Recebe e-mails agendamentos,Recebe e-mail sobre Programa de Fidelidade,CEP,Estado,Endereço,Número,Complemento,Bairro,Cidade,Como nos conheceu,Instagram
Null,Balcão,Cliente 161,Feminino,(71) 0000-0000,,,,30/04/2023,,Sim,29/04/2023,29/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 162,Feminino,(71) 0000-0000,,,,30/04/2023,,Sim,29/04/2023,29/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 163,Feminino,(71) 0000-0000,,,,1/3/2020,,Sim,4/2/2020,26/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 164,Feminino,(71) 0000-0000,,,,8/4/2023,,Sim,8/4/2023,16/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 165,Feminino,(71) 0000-0000,,,,17/02/2018,,Sim,17/02/2018,28/11/2018,Finalizado,Confirmado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 166,Feminino,(71) 0000-0000,,,,7/2/2018,,Sim,7/2/2018,12/5/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 167,Feminino,(71) 0000-0000,,,,16/05/2018,,Sim,16/05/2018,21/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 168,Feminino,(71) 0000-0000,,,,8/3/2018,,Sim,8/3/2018,8/7/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 169,Feminino,(71) 0000-0000,,,,15/01/2019,,Sim,12/1/2019,12/1/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 170,Feminino,(71) 0000-0000,,,,15/05/2023,,Sim,13/05/2023,13/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 171,Feminino,(71) 0000-0000,,,,6/4/2018,,Sim,6/4/2018,2/3/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 172,Feminino,(71) 0000-0000,,,,17/04/2023,,Sim,18/04/2023,18/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 173,Feminino,(71) 0000-0000,,,,6/6/2018,,Sim,6/6/2018,6/6/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 174,Feminino,(71) 0000-0000,,,,7/2/2018,,Sim,7/2/2018,7/2/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 175,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,12/1/2018,15/02/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 176,Feminino,(71) 0000-0000,,,,3/2/2018,,Sim,3/2/2018,24/11/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 177,Feminino,(71) 0000-0000,,,,24/07/2018,,Sim,24/07/2018,14/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 178,Feminino,(71) 0000-0000,,,,17/11/2018,,Sim,14/11/2018,29/04/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 179,Feminino,(71) 0000-0000,,,,31/01/2019,,Sim,31/01/2019,31/01/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 180,Feminino,(71) 0000-0000,,,,16/12/2018,,Sim,5/12/2018,5/12/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 181,Feminino,(71) 0000-0000,,,,19/05/2018,,Sim,19/05/2018,3/2/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 182,Feminino,(71) 0000-0000,,,,2/3/2018,,Sim,2/3/2018,12/2/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 183,Feminino,(71) 0000-0000,,,,1/12/2018,,Sim,1/12/2018,17/05/2023,Confirmado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 184,Feminino,(71) 0000-0000,,,,7/3/2018,,Sim,10/3/2018,6/3/2020,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 185,Feminino,(71) 0000-0000,,,,15/10/2018,,Sim,9/10/2018,20/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 186,Feminino,(71) 0000-0000,,,,1/12/2018,,Sim,27/11/2018,29/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 187,Feminino,(71) 0000-0000,,,,13/04/2018,,Sim,13/04/2018,19/09/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 188,Feminino,(71) 0000-0000,,,,1/12/2019,,Sim,,,,,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 189,Feminino,(71) 0000-0000,,,,1/12/2019,,Sim,20/11/2019,10/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 190,Feminino,(71) 0000-0000,,,,30/01/2018,,Sim,31/01/2018,31/01/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 191,Feminino,(71) 0000-0000,,,,2/9/2019,,Sim,21/08/2019,26/09/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 192,Feminino,(71) 0000-0000,,,,20/02/2018,,Sim,21/02/2018,21/02/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 193,Feminino,(71) 0000-0000,,,,9/2/2018,,Sim,10/2/2018,6/5/2023,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 194,Feminino,(71) 0000-0000,,,,26/02/2019,,Sim,25/02/2019,7/1/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 195,Feminino,(71) 0000-0000,,,,15/06/2018,,Sim,15/06/2018,21/06/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 196,Feminino,(71) 0000-0000,,,,1/12/2018,,Sim,1/12/2018,9/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 197,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,16/01/2018,10/5/2023,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 198,Feminino,(71) 0000-0000,,,,26/07/2019,,Sim,1/7/2019,5/8/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 199,Feminino,(71) 0000-0000,,,,12/6/2018,,Sim,12/6/2018,12/6/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 200,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,6/11/2018,6/11/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 201,Feminino,(71) 0000-0000,,,,10/7/2018,,Sim,10/7/2018,10/7/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 202,Feminino,(71) 0000-0000,,,,6/4/2018,,Sim,6/4/2018,26/04/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 203,Feminino,(71) 0000-0000,,,,22/12/2018,,Sim,21/12/2018,21/12/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 204,Feminino,(71) 0000-0000,,,,25/04/2018,,Sim,25/04/2018,25/04/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 205,Feminino,(71) 0000-0000,,,,3/2/2018,,Sim,10/2/2018,12/2/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 206,Feminino,(71) 0000-0000,,,,22/12/2018,,Sim,22/12/2018,22/12/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 207,Feminino,(71) 0000-0000,,,,15/10/2018,,Sim,10/10/2018,10/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 208,Feminino,(71) 0000-0000,,,,8/3/2018,,Sim,14/03/2018,14/03/2018,Cancelado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 209,Feminino,(71) 0000-0000,,,,31/03/2019,,Sim,27/03/2019,27/03/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 210,Feminino,(71) 0000-0000,,,,1/1/2020,,Sim,18/12/2019,18/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 211,Feminino,(71) 0000-0000,,,,5/4/2023,,Sim,5/4/2023,9/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 212,Feminino,(71) 0000-0000,,,,15/05/2019,,Sim,8/5/2019,21/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 213,Feminino,(71) 0000-0000,,,,23/04/2019,,Sim,11/4/2019,28/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 214,Feminino,(71) 0000-0000,,,,28/02/2019,,Sim,28/02/2019,28/02/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 215,Feminino,(71) 0000-0000,,,,30/05/2019,,Sim,23/05/2019,10/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 216,Feminino,(71) 0000-0000,,,,5/4/2023,20 grs de 7.31 keune U.C,,,,,,,,,,,,,,,,
Null,Sim,Cliente 217,19/05/2023,(71) 0000-0000,,,,,,,,,,,,,,,,,,,,,
Null,Balcão,Cliente 218,Feminino,(71) 0000-0000,,,,2/5/2018,,Sim,3/5/2018,16/05/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 219,Feminino,(71) 0000-0000,,,,23/04/2019,,Sim,8/4/2019,19/06/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 220,Feminino,(71) 0000-0000,,,,9/5/2023,,Sim,9/5/2023,9/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 221,Feminino,(71) 0000-0000,,,,23/01/2018,,Sim,23/01/2018,27/12/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 222,Feminino,(71) 0000-0000,,,,31/03/2019,,Sim,30/03/2019,30/03/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 223,Feminino,(71) 0000-0000,,,,12/1/2019,,Sim,7/1/2019,23/10/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 224,Feminino,(71) 0000-0000,,,,16/06/2018,,Sim,16/06/2018,13/03/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 225,Feminino,(71) 0000-0000,,,,26/11/2018,,Sim,21/11/2018,24/11/2018,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 226,Feminino,(71) 0000-0000,,,,2/6/2018,,Sim,2/6/2018,2/6/2018,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 227,Feminino,(71) 0000-0000,,,,5/3/2018,,Sim,10/3/2018,11/1/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 228,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,13/01/2018,9/12/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 229,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,10/1/2018,20/04/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 230,Feminino,(71) 0000-0000,,,,6/4/2023,,Sim,4/5/2023,4/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 231,Feminino,(71) 0000-0000,,,,26/11/2018,,Sim,21/11/2018,14/11/2019,Confirmado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 232,Feminino,(71) 0000-0000,,,,6/4/2023,,Sim,6/4/2023,13/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 233,Feminino,(71) 0000-0000,,,,7/9/2018,,Sim,6/9/2018,8/9/2018,Finalizado,Cancelado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 234,Feminino,(71) 0000-0000,,,,1/5/2019,,Sim,25/04/2019,27/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 235,Feminino,(71) 0000-0000,,,,24/07/2018,,Sim,24/07/2018,24/07/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 236,Feminino,(71) 0000-0000,,,,8/9/2018,,Sim,8/9/2018,29/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 237,Feminino,(71) 0000-0000,,,,19/12/2018,,Sim,19/12/2018,19/12/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 238,Feminino,(71) 0000-0000,,,,28/03/2018,,Sim,28/03/2018,14/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 239,Feminino,(71) 0000-0000,,,,21/02/2018,,Sim,21/02/2018,30/10/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 240,Feminino,(71) 0000-0000,,,,23/04/2019,,Sim,20/04/2019,4/9/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 241,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,12/1/2018,6/2/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 242,Feminino,(71) 0000-0000,,,,26/10/2018,,Sim,25/10/2018,25/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 243,Feminino,(71) 0000-0000,,,,22/03/2018,,Sim,23/03/2018,14/03/2020,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 244,Feminino,(71) 0000-0000,,,,5/7/2018,,Sim,5/7/2018,5/7/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 245,Feminino,(71) 0000-0000,,,,10/3/2018,,Sim,10/3/2018,13/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 246,Feminino,(71) 0000-0000,,,,25/08/2018,,Sim,25/08/2018,25/08/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 247,Feminino,(71) 0000-0000,,,,10/8/2018,,Sim,10/8/2018,19/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 248,Feminino,(71) 0000-0000,,,,19/07/2018,,Sim,18/07/2018,18/07/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 249,Feminino,(71) 0000-0000,,,,17/05/2018,,Sim,17/05/2018,9/5/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 250,Feminino,(71) 0000-0000,,,,8/2/2018,,Sim,8/2/2018,21/12/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 251,Feminino,(71) 0000-0000,,,,18/11/2018,,Sim,16/11/2018,30/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 252,Feminino,(71) 0000-0000,,,,11/4/2023,,Sim,1/4/2023,19/05/2023,Finalizado,Confirmado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 253,Feminino,(71) 0000-0000,,,,19/05/2018,,Sim,12/6/2018,12/6/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 254,Feminino,(71) 0000-0000,,,,19/05/2018,,Sim,19/05/2018,15/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 255,Feminino,(71) 0000-0000,,,,23/01/2018,,Sim,23/01/2018,5/5/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 256,Feminino,(71) 0000-0000,,,,7/2/2018,,Sim,7/2/2018,20/02/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 257,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,6/11/2018,6/11/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 258,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,6/11/2018,18/02/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 259,Feminino,(71) 0000-0000,,,,26/10/2018,,Sim,25/10/2018,11/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 260,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,10/1/2018,14/03/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 261,Feminino,(71) 0000-0000,,,,26/09/2019,,Sim,5/9/2019,20/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 262,Feminino,(71) 0000-0000,,,,15/10/2018,,Sim,6/10/2018,6/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 263,Feminino,(71) 0000-0000,,,,16/01/2018,,Sim,10/1/2018,27/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 264,Feminino,(71) 0000-0000,,,,16/01/2018,,Sim,10/1/2018,19/10/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 265,Feminino,(71) 0000-0000,,,,17/11/2018,,Sim,13/11/2018,29/01/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 266,Feminino,(71) 0000-0000,,,,23/02/2018,,Sim,23/02/2018,23/02/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 267,Feminino,(71) 0000-0000,,,,5/5/2018,,Sim,5/5/2018,3/5/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 268,Feminino,(71) 0000-0000,,,,14/05/2019,,Sim,25/05/2019,27/05/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 269,Feminino,(71) 0000-0000,,,,29/03/2018,,Sim,31/03/2018,31/03/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 270,Feminino,(71) 0000-0000,,,,4/5/2018,,Sim,4/5/2018,4/5/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 271,Feminino,(71) 0000-0000,,,,11/5/2018,,Sim,11/5/2018,11/5/2018,Cancelado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 272,Feminino,(71) 0000-0000,,,,18/09/2018,,Sim,15/09/2018,15/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 273,Feminino,(71) 0000-0000,,,,30/05/2019,,Sim,16/05/2019,20/07/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 274,Feminino,(71) 0000-0000,,,,25/08/2019,,Sim,1/8/2019,24/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 275,Feminino,(71) 0000-0000,,,,22/12/2018,,Sim,21/12/2018,5/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 276,Feminino,(71) 0000-0000,,,,24/03/2018,,Sim,24/03/2018,19/02/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 277,Feminino,(71) 0000-0000,,,,27/06/2018,,Sim,27/06/2018,4/8/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 278,Feminino,(71) 0000-0000,,,,3/3/2018,,Sim,3/3/2018,3/3/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 279,Feminino,(71) 0000-0000,,,,5/4/2023,,Sim,8/4/2023,8/4/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 280,Feminino,(71) 0000-0000,,,,26/02/2019,,Sim,25/02/2019,20/04/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 281,Feminino,(71) 0000-0000,,,,1/3/2018,,Sim,1/3/2018,1/3/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 282,Feminino,(71) 0000-0000,,,,31/01/2018,,Sim,31/01/2018,19/10/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 283,Feminino,(71) 0000-0000,,,,7/4/2018,,Sim,7/4/2018,7/4/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 284,Feminino,(71) 0000-0000,,,,28/07/2018,,Sim,28/07/2018,21/02/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 285,Feminino,(71) 0000-0000,,,,2/9/2019,,Sim,31/08/2019,31/08/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 286,Feminino,(71) 0000-0000,,,,23/08/2018,,Sim,22/08/2018,5/10/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 287,Feminino,(71) 0000-0000,,,,16/11/2018,,Sim,12/11/2018,12/11/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 288,Feminino,(71) 0000-0000,,,,20/10/2019,,Sim,7/10/2019,17/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 289,Feminino,(71) 0000-0000,,,,18/05/2018,,Sim,18/05/2018,18/05/2018,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 290,Feminino,(71) 0000-0000,,,,6/2/2018,,Sim,6/2/2018,6/2/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 291,Feminino,(71) 0000-0000,,,,10/3/2018,,Sim,10/3/2018,13/05/2023,Finalizado,Confirmado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 292,Feminino,(71) 0000-0000,,,,15/03/2019,,Sim,2/3/2019,28/01/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 293,Feminino,(71) 0000-0000,,,,26/01/2019,,Sim,26/01/2019,27/07/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 294,Feminino,(71) 0000-0000,,,,12/4/2023,,Sim,12/4/2023,12/4/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 295,Feminino,(71) 0000-0000,,,,6/4/2018,,Sim,6/4/2018,23/04/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 296,Feminino,(71) 0000-0000,,,,31/01/2018,,Sim,31/01/2018,31/01/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 297,Feminino,(71) 0000-0000,,,,2/9/2019,,Sim,15/08/2019,12/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 298,Feminino,(71) 0000-0000,,,,23/07/2019,,Sim,29/06/2019,21/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 299,Feminino,(71) 0000-0000,,,,15/10/2018,,Sim,13/10/2018,11/5/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 300,Feminino,(71) 0000-0000,,,,26/09/2018,,Sim,26/09/2018,15/04/2023,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 301,Feminino,(71) 0000-0000,,,,19/05/2018,,Sim,19/05/2018,22/10/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 302,Feminino,(71) 0000-0000,,,,21/10/2019,,Sim,8/10/2019,30/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 303,Feminino,(71) 0000-0000,,,,25/05/2018,,Sim,25/05/2018,17/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 304,Feminino,(71) 0000-0000,,,,31/03/2018,,Sim,31/03/2018,30/01/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 305,Feminino,(71) 0000-0000,,,,1/3/2020,,Sim,1/2/2020,3/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 306,Feminino,(71) 0000-0000,,,,24/10/2018,,Sim,24/10/2018,24/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 307,Feminino,(71) 0000-0000,,,,21/06/2018,,Sim,21/06/2018,21/06/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 308,Feminino,(71) 0000-0000,,,,3/3/2018,,Sim,10/3/2018,5/5/2018,Cancelado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 309,Feminino,(71) 0000-0000,,,,30/04/2023,,Sim,29/04/2023,29/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 310,Feminino,(71) 0000-0000,,,,10/3/2018,,Sim,10/3/2018,24/07/2019,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 311,Feminino,(71) 0000-0000,,,,22/12/2018,,Sim,21/12/2018,30/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 312,Feminino,(71) 0000-0000,,,,31/08/2018,,Sim,31/08/2018,6/8/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 313,Feminino,(71) 0000-0000,,,,21/04/2018,,Sim,21/04/2018,5/7/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 314,Feminino,(71) 0000-0000,,,,10/4/2018,,Sim,11/4/2018,11/4/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 315,Feminino,(71) 0000-0000,,,,30/01/2018,,Sim,30/01/2018,3/9/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 316,Feminino,(71) 0000-0000,,,,4/10/2018,,Sim,3/10/2018,3/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 317,Feminino,(71) 0000-0000,,,,27/09/2019,,Sim,19/09/2019,19/09/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 318,Feminino,(71) 0000-0000,,,,24/09/2019,,Sim,3/9/2019,3/9/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
